x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,y
0.19715604186058044,0.34678202867507935,0.1932748705148697,0.33134013414382935,0.19267411530017853,0.33105653524398804,0.19197538495063782,0.33069607615470886,0.1916668713092804,0.3315858244895935,0.19002662599086761,0.3314161002635956,0.1881561279296875,0.33104416728019714,0.18143361806869507,0.33631667494773865,0.1766066998243332,0.3356402814388275,0.19354306161403656,0.36202189326286316,0.19112075865268707,0.3612014651298523,0.17826923727989197,0.4122667610645294,0.1455625742673874,0.40389418601989746,0.1857428252696991,0.5060780644416809,0.14743389189243317,0.506974995136261,0.20555196702480316,0.5751495361328125,0.1686643660068512,0.5994511842727661,0.20978426933288574,0.5942593216896057,0.16724322736263275,0.629155695438385,0.210125133395195,0.5923870801925659,0.17626795172691345,0.6270096302032471,0.20730382204055786,0.5863460302352905,0.1780567616224289,0.6165880560874939,0.18141746520996094,0.6084955930709839,0.1613500863313675,0.61189866065979,0.1933755874633789,0.7265628576278687,0.16472600400447845,0.7424919009208679,0.1942175030708313,0.8447555303573608,0.16376890242099762,0.8745754957199097,0.18893584609031677,0.868171215057373,0.15103326737880707,0.8952113389968872,0.23070575296878815,0.8675316572189331,0.19027981162071228,0.9093948006629944,0.0
0.19869881868362427,0.34546732902526855,0.19507601857185364,0.33072829246520996,0.19454100728034973,0.3304575979709625,0.1938939094543457,0.33011507987976074,0.19373878836631775,0.33088624477386475,0.19233494997024536,0.3306925594806671,0.1906263679265976,0.33035916090011597,0.18309085071086884,0.3354586958885193,0.17878280580043793,0.33497512340545654,0.19574591517448425,0.36032432317733765,0.19350051879882812,0.3594416379928589,0.179867684841156,0.41112110018730164,0.14667467772960663,0.402694433927536,0.1866486817598343,0.5031603574752808,0.14878712594509125,0.5069642663002014,0.20661725103855133,0.5752801299095154,0.171145960688591,0.5995265245437622,0.21085351705551147,0.5956923365592957,0.17091870307922363,0.6289046406745911,0.21143467724323273,0.5938950181007385,0.1792202740907669,0.6264169216156006,0.20844557881355286,0.5871375203132629,0.18048931658267975,0.6164397597312927,0.18275956809520721,0.6080681681632996,0.16234761476516724,0.6118921041488647,0.19380219280719757,0.7271367907524109,0.1656094193458557,0.7429420351982117,0.1953451931476593,0.8447823524475098,0.16376470029354095,0.8734853267669678,0.18901225924491882,0.8683111071586609,0.15147019922733307,0.8944517374038696,0.2318752110004425,0.86574387550354,0.19004066288471222,0.9085137248039246,0.0
0.20186664164066315,0.34470367431640625,0.1981755942106247,0.3303373157978058,0.19752050936222076,0.3300854563713074,0.1967242807149887,0.3297830820083618,0.19683535397052765,0.3304222822189331,0.19539298117160797,0.33021336793899536,0.1937476098537445,0.3299061357975006,0.18620379269123077,0.3351043462753296,0.1822337806224823,0.33452996611595154,0.19920006394386292,0.3594868779182434,0.19706958532333374,0.3586573302745819,0.18165744841098785,0.40960851311683655,0.14876237511634827,0.40202653408050537,0.1873730719089508,0.4989811182022095,0.15129271149635315,0.5068262815475464,0.20846621692180634,0.5746921300888062,0.17459844052791595,0.5998970866203308,0.21308177709579468,0.5948523283004761,0.17395785450935364,0.6289903521537781,0.21396565437316895,0.5928089618682861,0.1817546933889389,0.6265068054199219,0.2105700671672821,0.586112380027771,0.18326613306999207,0.616907000541687,0.18497760593891144,0.6078424453735352,0.1654936969280243,0.6119068264961243,0.1951402872800827,0.7269618511199951,0.1692029982805252,0.7420733571052551,0.1969064325094223,0.8422786593437195,0.1653190702199936,0.8720289468765259,0.19019976258277893,0.8655564188957214,0.15382151305675507,0.8944557905197144,0.23412153124809265,0.8624957799911499,0.19094009697437286,0.9051229953765869,0.0
0.20468327403068542,0.3439696431159973,0.20110498368740082,0.32989344000816345,0.20046590268611908,0.3296322524547577,0.1996728926897049,0.3293364644050598,0.19981226325035095,0.3299104869365692,0.1984134018421173,0.3296357989311218,0.1969127655029297,0.3292809724807739,0.18938080966472626,0.33422791957855225,0.1856626570224762,0.3336764872074127,0.20187373459339142,0.35818618535995483,0.20006993412971497,0.35733291506767273,0.183389812707901,0.4074978530406952,0.15107688307762146,0.4014512002468109,0.18882876634597778,0.4946439862251282,0.15463712811470032,0.5068639516830444,0.2102310061454773,0.5725571513175964,0.1774522364139557,0.6001490354537964,0.2147417813539505,0.5927577614784241,0.17653104662895203,0.6290156245231628,0.21538344025611877,0.5904635787010193,0.18380023539066315,0.6265553832054138,0.21205250918865204,0.5838503241539001,0.1854487508535385,0.6172551512718201,0.18737037479877472,0.6057847142219543,0.16771408915519714,0.6107152700424194,0.19843915104866028,0.7240349650382996,0.1704740971326828,0.7389233708381653,0.19830088317394257,0.8376843929290771,0.16630391776561737,0.8683136701583862,0.19150309264659882,0.8600674867630005,0.15521886944770813,0.8906674981117249,0.235823392868042,0.856459379196167,0.1913144290447235,0.9009121060371399,0.0
0.20626436173915863,0.3440588116645813,0.20299367606639862,0.32993391156196594,0.2023615539073944,0.3296560049057007,0.20158186554908752,0.3293514847755432,0.20163503289222717,0.32995355129241943,0.20015670359134674,0.32965850830078125,0.19856058061122894,0.32929593324661255,0.1914360076189041,0.33386948704719543,0.1871776133775711,0.3335469961166382,0.20330660045146942,0.3581596910953522,0.2014256864786148,0.35730645060539246,0.18490391969680786,0.40540242195129395,0.15379104018211365,0.4009774923324585,0.18993209302425385,0.4914359152317047,0.1570979654788971,0.5062424540519714,0.21060752868652344,0.5686661601066589,0.17925097048282623,0.6001033782958984,0.21522799134254456,0.5880981087684631,0.1780945360660553,0.6287891864776611,0.21588167548179626,0.5859719514846802,0.18505153059959412,0.6264200806617737,0.21257786452770233,0.5799672603607178,0.18687747418880463,0.6172329187393188,0.1882261335849762,0.6034182906150818,0.16836553812026978,0.6086931228637695,0.20082639157772064,0.7196440100669861,0.1727638989686966,0.7343400716781616,0.20010501146316528,0.8352125287055969,0.16761204600334167,0.8670973777770996,0.1936437487602234,0.8573073744773865,0.15722855925559998,0.8897944688796997,0.23672474920749664,0.8543576002120972,0.19227978587150574,0.8977898955345154,0.0
0.20756985247135162,0.3442624807357788,0.2044386863708496,0.330134779214859,0.20372648537158966,0.3298187851905823,0.20285342633724213,0.32948777079582214,0.20327511429786682,0.3301527798175812,0.20188601315021515,0.3298042416572571,0.20037366449832916,0.32940465211868286,0.19263264536857605,0.3338398039340973,0.18898312747478485,0.3335559666156769,0.2043439745903015,0.35818809270858765,0.20268307626247406,0.35732749104499817,0.1850278377532959,0.40484511852264404,0.1557275354862213,0.4011080265045166,0.19025392830371857,0.49217087030410767,0.15996499359607697,0.5068008303642273,0.211028590798378,0.5688972473144531,0.18042166531085968,0.60124671459198,0.2152988612651825,0.5884526968002319,0.1793060451745987,0.6290878653526306,0.21587960422039032,0.5863782167434692,0.1859586536884308,0.626677930355072,0.21275052428245544,0.580284595489502,0.1877339631319046,0.6177591681480408,0.1884806752204895,0.6034772396087646,0.16873502731323242,0.6087904572486877,0.20225642621517181,0.7189739346504211,0.173558309674263,0.7350088953971863,0.20043979585170746,0.8358936905860901,0.16887450218200684,0.8673092126846313,0.19371947646141052,0.858251690864563,0.1577608436346054,0.8899946808815002,0.2368503361940384,0.855534017086029,0.1935819536447525,0.8984202742576599,0.0
0.20712405443191528,0.344810426235199,0.20422372221946716,0.3309500217437744,0.2035548985004425,0.330566942691803,0.20273882150650024,0.33017268776893616,0.20311257243156433,0.3308539092540741,0.20177128911018372,0.33038657903671265,0.20026347041130066,0.32991549372673035,0.1925523281097412,0.33400365710258484,0.18884466588497162,0.3338991403579712,0.20389048755168915,0.3582281470298767,0.20205432176589966,0.35737305879592896,0.18467873334884644,0.40488314628601074,0.1567620187997818,0.40185117721557617,0.1902897208929062,0.4930066168308258,0.16101156175136566,0.508185625076294,0.21088466048240662,0.5692263841629028,0.18156981468200684,0.6027608513832092,0.2150999903678894,0.5889386534690857,0.18030574917793274,0.6294243931770325,0.2156403511762619,0.5868598818778992,0.18645571172237396,0.6269627213478088,0.2125352919101715,0.5809744596481323,0.18809060752391815,0.6182980537414551,0.1882028877735138,0.6036228537559509,0.16829891502857208,0.6088552474975586,0.20435768365859985,0.7171152234077454,0.17392654716968536,0.7344908714294434,0.2004905641078949,0.8363577723503113,0.16902954876422882,0.8675583004951477,0.19363228976726532,0.8588521480560303,0.1578999012708664,0.8900562524795532,0.23660635948181152,0.8562875390052795,0.19347378611564636,0.8985705375671387,0.0
0.20831070840358734,0.34737589955329895,0.20570340752601624,0.3333234488964081,0.2050168514251709,0.3327856957912445,0.20420332252979279,0.33220434188842773,0.2047506719827652,0.33314570784568787,0.20353646576404572,0.3324839174747467,0.20220206677913666,0.3318079710006714,0.19429342448711395,0.3350008428096771,0.19112831354141235,0.3351435363292694,0.20470911264419556,0.3594750463962555,0.20311491191387177,0.35873740911483765,0.18425536155700684,0.4044994115829468,0.1589832901954651,0.40231528878211975,0.18976947665214539,0.49319028854370117,0.16167078912258148,0.5110837817192078,0.21000555157661438,0.5700392127037048,0.18175919353961945,0.6043363213539124,0.21354593336582184,0.5907191038131714,0.1805969923734665,0.6309379935264587,0.21453309059143066,0.5875518918037415,0.18662066757678986,0.6288197636604309,0.21150510013103485,0.5814266204833984,0.18811871111392975,0.6200435757637024,0.18839238584041595,0.6036695837974548,0.16828161478042603,0.6088616847991943,0.20768602192401886,0.7152586579322815,0.1740352213382721,0.7348059415817261,0.20125624537467957,0.8366862535476685,0.16894276440143585,0.8676289319992065,0.19388265907764435,0.8590775728225708,0.1575803905725479,0.8902424573898315,0.23790989816188812,0.8567624092102051,0.19402888417243958,0.8989909887313843,0.0
0.2082056999206543,0.352142333984375,0.20594340562820435,0.33756715059280396,0.20535999536514282,0.3368782103061676,0.2046554982662201,0.3360847532749176,0.20491358637809753,0.337428480386734,0.20371955633163452,0.33670032024383545,0.2023920863866806,0.3359331786632538,0.19515188038349152,0.3377992808818817,0.19187553226947784,0.33854055404663086,0.2046920657157898,0.3632270395755768,0.20293688774108887,0.3628699481487274,0.18353520333766937,0.40452703833580017,0.16010038554668427,0.4034123420715332,0.18774709105491638,0.49557292461395264,0.16285496950149536,0.5132284164428711,0.2063492089509964,0.5713376998901367,0.18207678198814392,0.6063739657402039,0.20907235145568848,0.5927152633666992,0.180619016289711,0.6325111389160156,0.2101549506187439,0.5890722870826721,0.18652792274951935,0.6309199929237366,0.2078866809606552,0.5824154019355774,0.18799854815006256,0.6222718954086304,0.1878284513950348,0.6037116646766663,0.16752490401268005,0.6089193820953369,0.208798348903656,0.7157629132270813,0.1741802990436554,0.7347313165664673,0.20244933664798737,0.8374727964401245,0.16873891651630402,0.8703432083129883,0.194888174533844,0.8618696331977844,0.15745940804481506,0.8941881060600281,0.23792926967144012,0.8568156957626343,0.19463320076465607,0.8992958068847656,0.0
0.20852310955524445,0.35716012120246887,0.2064008265733719,0.34312787652015686,0.2057393342256546,0.34235239028930664,0.2049705982208252,0.34143558144569397,0.20573005080223083,0.3430412709712982,0.2047366201877594,0.342261403799057,0.20364491641521454,0.3414030373096466,0.1956762969493866,0.34254440665245056,0.19383414089679718,0.3435094654560089,0.2046528160572052,0.3677290081977844,0.2032528519630432,0.36747878789901733,0.17963184416294098,0.4048939049243927,0.16249750554561615,0.4053441286087036,0.18305255472660065,0.5008540749549866,0.16429437696933746,0.5162438154220581,0.19727300107479095,0.5879278182983398,0.18312497437000275,0.6109700798988342,0.19933964312076569,0.6143719553947449,0.1814146488904953,0.6378040909767151,0.20004887878894806,0.6071553230285645,0.18694038689136505,0.6364942789077759,0.1995096355676651,0.6006107926368713,0.18821114301681519,0.6274792551994324,0.18567416071891785,0.6061133146286011,0.1671465039253235,0.6107185482978821,0.20882149040699005,0.7158180475234985,0.17418965697288513,0.7361435294151306,0.20266412198543549,0.8412055373191833,0.1675613820552826,0.8769691586494446,0.1947542130947113,0.8672646880149841,0.15695792436599731,0.9032425880432129,0.2386477142572403,0.8573703169822693,0.1946171373128891,0.9016864895820618,0.0
